Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,p_H,p_D,p_A,true_result,bet365_pred,picked_odds,bet_return,net_profit,Cum_net_profit,edge_b365_pick
2022-08-22,2022,girona,getafe,2.8,2.9,2.9,0.3412,0.3294,0.3294,2,2,2.8,2.8,1.7999999999999998,3.3499999999999996,-0.04470588235294137
2022-08-26,2022,girona,celta,2.8,3.1,2.75,0.3423,0.3092,0.3485,0,0,2.75,2.75,1.75,5.1,-0.04155792009636605
2022-08-26,2022,betis,osasuna,1.8,3.6,4.75,0.5322,0.2661,0.2017,2,2,1.8,1.8,0.8,5.8999999999999995,-0.042016806722688815
2022-08-27,2022,almeria,sevilla,3.6,3.25,2.15,0.2644,0.2929,0.4427,2,0,2.15,0.0,-1.0,4.8999999999999995,-0.04815060070002841
2022-08-27,2022,elche,sociedad,3.6,3.2,2.15,0.2632,0.2961,0.4407,0,0,2.15,2.15,1.15,6.049999999999999,-0.0524866105585311
2022-08-27,2022,vallecano,mallorca,2.05,3.25,4.0,0.4666,0.2943,0.2391,0,2,2.05,0.0,-1.0,5.049999999999999,-0.043517272319425704
2022-08-28,2022,espanol,real madrid,6.5,4.75,1.45,0.146,0.1997,0.6543,0,0,1.45,1.45,0.44999999999999996,5.499999999999999,-0.05125827814569539
2022-08-28,2022,getafe,villarreal,4.33,3.4,1.85,0.2167,0.276,0.5073,1,0,1.85,0.0,-1.0,4.499999999999999,-0.06156602635885955
2022-08-28,2022,barcelona,valladolid,1.14,8.5,15.0,0.8264,0.1108,0.0628,2,2,1.14,1.14,0.1399999999999999,4.639999999999999,-0.057942834921252295
2022-08-29,2022,cadiz,ath bilbao,3.6,3.2,2.15,0.2632,0.2961,0.4407,0,0,2.15,2.15,1.15,5.789999999999999,-0.0524866105585311
2022-08-29,2022,valencia,ath madrid,4.0,3.3,2.0,0.2374,0.2878,0.4748,0,0,2.0,2.0,1.0,6.789999999999999,-0.050359712230215736
2022-09-02,2022,celta,cadiz,1.66,3.6,5.5,0.5672,0.2616,0.1712,2,2,1.66,1.66,0.6599999999999999,7.449999999999999,-0.058385377871999156
2022-09-03,2022,mallorca,girona,2.15,3.2,3.6,0.4407,0.2961,0.2632,1,2,2.15,0.0,-1.0,6.449999999999999,-0.05248661055853088
2022-09-03,2022,real madrid,betis,1.4,5.25,6.5,0.6747,0.1799,0.1453,2,2,1.4,1.4,0.3999999999999999,6.85,-0.05536332179930803
2022-09-03,2022,sociedad,ath madrid,2.9,3.2,2.55,0.3286,0.2978,0.3737,1,0,2.55,0.0,-1.0,5.85,-0.04715119790618083
2022-09-03,2022,sevilla,barcelona,4.5,3.6,1.8,0.2105,0.2632,0.5263,0,0,1.8,1.8,0.8,6.6499999999999995,-0.052631578947368474
2022-09-04,2022,ath bilbao,espanol,1.53,4.0,6.5,0.6181,0.2364,0.1455,0,2,1.53,0.0,-1.0,5.6499999999999995,-0.05432069416379415
2022-09-04,2022,osasuna,vallecano,2.0,3.1,4.33,0.4746,0.3062,0.2192,2,2,2.0,2.0,1.0,6.6499999999999995,-0.050807905809143294
2022-09-04,2022,valencia,getafe,1.9,3.2,4.5,0.496,0.2945,0.2094,2,2,1.9,1.9,0.8999999999999999,7.549999999999999,-0.057526696520840526
2022-09-04,2022,villarreal,elche,1.33,5.0,10.0,0.7148,0.1901,0.0951,2,2,1.33,1.33,0.33000000000000007,7.879999999999999,-0.04932094353109362
2022-09-05,2022,valladolid,almeria,2.3,3.3,3.1,0.41,0.2858,0.3042,2,2,2.3,2.3,1.2999999999999998,9.18,-0.056953907815631255
2022-09-09,2022,girona,valladolid,2.25,3.25,3.4,0.4248,0.2941,0.2811,2,2,2.25,2.25,1.25,10.43,-0.044209514656415316
2022-09-10,2022,espanol,sevilla,2.87,3.25,2.5,0.3299,0.2913,0.3787,0,0,2.5,2.5,1.5,11.93,-0.05314181301390719
2022-09-10,2022,vallecano,valencia,2.62,3.1,2.87,0.3626,0.3064,0.331,2,2,2.62,2.62,1.62,13.55,-0.05005460828741881
2022-09-10,2022,ath madrid,celta,1.61,3.8,6.0,0.591,0.2504,0.1586,2,2,1.61,1.61,0.6100000000000001,14.16,-0.04847322308051216
2022-09-10,2022,cadiz,barcelona,13.0,6.5,1.22,0.0732,0.1465,0.7803,0,0,1.22,1.22,0.21999999999999997,14.38,-0.04801920768307333
2022-09-11,2022,real madrid,mallorca,1.25,6.0,11.0,0.7564,0.1576,0.086,2,2,1.25,1.25,0.25,14.63,-0.054441260744985565
2022-09-11,2022,elche,ath bilbao,4.0,3.6,1.9,0.2372,0.2635,0.4993,0,0,1.9,1.9,0.8999999999999999,15.530000000000001,-0.05131761442441063
2022-09-11,2022,getafe,sociedad,3.75,3.0,2.15,0.2504,0.313,0.4367,2,0,2.15,0.0,-1.0,14.530000000000001,-0.061135371179039444
2022-09-11,2022,betis,villarreal,2.8,3.4,2.5,0.3397,0.2798,0.3805,2,0,2.5,0.0,-1.0,13.530000000000001,-0.048760991207034365
2022-09-12,2022,almeria,osasuna,2.6,3.25,2.75,0.3642,0.2914,0.3444,0,2,2.6,0.0,-1.0,12.530000000000001,-0.05298013245033106
2022-09-16,2022,valladolid,cadiz,2.0,3.25,4.0,0.4727,0.2909,0.2364,0,2,2.0,0.0,-1.0,11.530000000000001,-0.054545454545454564
2022-09-17,2022,mallorca,almeria,2.0,3.3,4.0,0.4748,0.2878,0.2374,2,2,2.0,2.0,1.0,12.530000000000001,-0.050359712230215736
2022-09-17,2022,barcelona,elche,1.08,11.0,26.0,0.8774,0.0861,0.0364,2,2,1.08,1.08,0.08000000000000007,12.610000000000001,-0.05239906737022948
2022-09-17,2022,valencia,celta,2.3,3.2,3.3,0.414,0.2975,0.2885,2,2,2.3,2.3,1.2999999999999998,13.91,-0.04790278322226582
2022-09-17,2022,ath bilbao,vallecano,1.53,4.0,6.5,0.6181,0.2364,0.1455,2,2,1.53,1.53,0.53,14.44,-0.05432069416379415
2022-09-18,2022,sociedad,espanol,1.7,3.6,5.0,0.5518,0.2606,0.1876,2,2,1.7,1.7,0.7,15.139999999999999,-0.06192519926425499
2022-09-18,2022,osasuna,getafe,1.8,3.4,5.0,0.5293,0.2802,0.1905,0,2,1.8,0.0,-1.0,14.139999999999999,-0.04732254047322537
2022-09-18,2022,villarreal,sevilla,1.7,3.8,5.0,0.5595,0.2503,0.1902,1,2,1.7,0.0,-1.0,13.139999999999999,-0.04888103651354536
2022-09-18,2022,ath madrid,real madrid,3.1,3.4,2.3,0.3068,0.2797,0.4135,0,0,2.3,2.3,1.2999999999999998,14.439999999999998,-0.04896037661828179
2022-09-18,2022,betis,girona,1.75,3.6,5.0,0.5446,0.2648,0.1906,2,2,1.75,1.75,0.75,15.189999999999998,-0.04689863842662634
2022-09-30,2022,ath bilbao,almeria,1.33,5.0,9.5,0.7112,0.1892,0.0996,2,2,1.33,1.33,0.33000000000000007,15.519999999999998,-0.054054054054053946
2022-10-01,2022,cadiz,villarreal,6.0,4.0,1.57,0.1582,0.2373,0.6045,1,0,1.57,0.0,-1.0,14.519999999999998,-0.050881612090679984
2022-10-01,2022,getafe,valladolid,2.3,3.0,3.5,0.4126,0.3163,0.2711,0,2,2.3,0.0,-1.0,13.519999999999998,-0.05108055009823198
2022-10-01,2022,sevilla,ath madrid,3.0,3.2,2.5,0.3187,0.2988,0.3825,0,0,2.5,2.5,1.5,15.019999999999998,-0.043824701195219085
2022-10-01,2022,mallorca,barcelona,9.0,5.0,1.36,0.1062,0.1911,0.7027,0,0,1.36,1.36,0.3600000000000001,15.379999999999997,-0.04434728294815726
2022-10-02,2022,real madrid,osasuna,1.3,5.5,9.5,0.7282,0.1721,0.0997,1,2,1.3,0.0,-1.0,14.379999999999997,-0.05331010452961682
2022-10-02,2022,girona,sociedad,3.25,3.2,2.3,0.2917,0.2962,0.4121,0,0,2.3,2.3,1.2999999999999998,15.679999999999996,-0.05211016445413108
2022-10-02,2022,celta,betis,2.45,3.4,2.87,0.3885,0.2799,0.3316,2,2,2.45,2.45,1.4500000000000002,17.129999999999995,-0.04826529190469553
2022-10-02,2022,espanol,valencia,2.62,3.3,2.7,0.3618,0.2872,0.351,1,2,2.62,0.0,-1.0,16.129999999999995,-0.052204628501827166
2022-10-03,2022,vallecano,elche,1.72,3.6,5.25,0.5539,0.2646,0.1815,2,2,1.72,1.72,0.72,16.849999999999994,-0.04730086161420788
2022-10-07,2022,osasuna,valencia,2.4,3.2,3.1,0.3962,0.2971,0.3067,0,2,2.4,0.0,-1.0,15.849999999999994,-0.049201277955271516
2022-10-08,2022,ath madrid,girona,1.45,4.33,7.5,0.6544,0.2191,0.1265,2,2,1.45,1.45,0.44999999999999996,16.299999999999994,-0.05117523197356366
2022-10-08,2022,almeria,vallecano,2.9,3.3,2.55,0.3316,0.2914,0.3771,2,0,2.55,0.0,-1.0,15.299999999999994,-0.0384751773049643
2022-10-08,2022,getafe,real madrid,6.5,4.5,1.5,0.1475,0.2131,0.6393,0,0,1.5,1.5,0.5,15.799999999999994,-0.040983606557376984
2022-10-08,2022,sevilla,ath bilbao,3.0,3.3,2.4,0.3165,0.2878,0.3957,1,0,2.4,0.0,-1.0,14.799999999999994,-0.050359712230215736
2022-10-09,2022,valladolid,betis,2.8,3.4,2.4,0.3344,0.2754,0.3902,1,0,2.4,0.0,-1.0,13.799999999999994,-0.06360655737704912
2022-10-09,2022,cadiz,espanol,2.87,3.2,2.55,0.3309,0.2967,0.3724,1,0,2.55,0.0,-1.0,12.799999999999994,-0.05041256969082619
2022-10-09,2022,sociedad,villarreal,2.5,3.4,2.75,0.3782,0.2781,0.3438,2,2,2.5,2.5,1.5,14.299999999999994,-0.05460060667340738
2022-10-09,2022,barcelona,celta,1.28,6.0,9.0,0.7377,0.1574,0.1049,2,2,1.28,1.28,0.28,14.579999999999993,-0.05573770491803276
2022-10-10,2022,elche,mallorca,3.0,3.1,2.5,0.3157,0.3055,0.3788,1,0,2.5,0.0,-1.0,13.579999999999993,-0.05295315682281054
2022-10-14,2022,vallecano,getafe,2.05,3.2,3.8,0.4587,0.2939,0.2475,1,2,2.05,0.0,-1.0,12.579999999999993,-0.05967559411542811
2022-10-15,2022,mallorca,sevilla,2.9,3.0,2.7,0.3289,0.3179,0.3532,0,0,2.7,2.7,1.7000000000000002,14.279999999999994,-0.04628501827040166
2022-10-15,2022,valencia,elche,1.4,4.75,7.5,0.675,0.199,0.126,1,2,1.4,0.0,-1.0,13.279999999999994,-0.054950260540028606
2022-10-15,2022,ath bilbao,ath madrid,2.45,3.2,3.0,0.3873,0.2965,0.3163,0,2,2.45,0.0,-1.0,12.279999999999994,-0.05123033481242434
2022-10-15,2022,girona,cadiz,1.9,3.3,4.5,0.5005,0.2882,0.2113,1,2,1.9,0.0,-1.0,11.279999999999994,-0.049039433771486673
2022-10-16,2022,real madrid,barcelona,2.2,3.6,3.1,0.4309,0.2633,0.3058,2,2,2.2,2.2,1.2000000000000002,12.479999999999993,-0.05204633204633191
2022-10-16,2022,celta,sociedad,2.6,3.2,2.8,0.3648,0.2964,0.3388,0,2,2.6,0.0,-1.0,11.479999999999993,-0.051465798045602695
2022-10-16,2022,betis,almeria,1.57,4.1,5.75,0.6039,0.2312,0.1649,2,2,1.57,1.57,0.5700000000000001,12.049999999999994,-0.05191536776854211
2022-10-16,2022,espanol,valladolid,2.2,3.3,3.5,0.4357,0.2905,0.2739,2,2,2.2,2.2,1.2000000000000002,13.249999999999993,-0.04149377593361003
2022-10-17,2022,villarreal,osasuna,1.57,4.2,6.0,0.6114,0.2286,0.16,2,2,1.57,1.57,0.5700000000000001,13.819999999999993,-0.040034939583636575
2022-10-18,2022,getafe,ath bilbao,4.75,3.3,1.83,0.1986,0.2859,0.5155,1,0,1.83,0.0,-1.0,12.819999999999993,-0.05660796211336394
2022-10-18,2022,ath madrid,vallecano,1.55,3.75,7.0,0.6117,0.2528,0.1355,1,2,1.55,0.0,-1.0,11.819999999999993,-0.051849694145062686
2022-10-18,2022,sevilla,valencia,2.25,3.4,3.2,0.4229,0.2798,0.2973,1,2,2.25,0.0,-1.0,10.819999999999993,-0.04858142246404984
2022-10-19,2022,sociedad,mallorca,1.55,4.0,6.5,0.615,0.2383,0.1467,2,2,1.55,1.55,0.55,11.369999999999994,-0.046717918391484314
2022-10-19,2022,elche,real madrid,8.5,5.75,1.3,0.1109,0.1639,0.7251,0,0,1.3,1.3,0.30000000000000004,11.669999999999995,-0.05730712166172103
2022-10-19,2022,cadiz,betis,4.0,3.3,2.0,0.2374,0.2878,0.4748,1,0,2.0,0.0,-1.0,10.669999999999995,-0.050359712230215736
2022-10-19,2022,valladolid,celta,2.9,3.3,2.45,0.3265,0.287,0.3865,2,0,2.45,0.0,-1.0,9.669999999999995,-0.05304927302100171
2022-10-20,2022,almeria,girona,2.6,3.25,2.8,0.3665,0.2932,0.3403,2,2,2.6,2.6,1.6,11.269999999999994,-0.047120418848167644
2022-10-20,2022,osasuna,espanol,2.05,3.6,3.5,0.464,0.2642,0.2718,2,2,2.05,2.05,1.0499999999999998,12.319999999999993,-0.04879396059657537
2022-10-20,2022,barcelona,villarreal,1.5,4.5,6.0,0.6316,0.2105,0.1579,2,2,1.5,1.5,0.5,12.819999999999993,-0.052631578947368474
2022-10-22,2022,vallecano,cadiz,1.72,3.5,5.25,0.5497,0.2702,0.1801,2,2,1.72,1.72,0.72,13.539999999999994,-0.05445026178010459
2022-10-22,2022,valladolid,sociedad,3.6,3.4,2.05,0.2621,0.2775,0.4603,2,0,2.05,0.0,-1.0,12.539999999999994,-0.05633696878525751
2022-10-22,2022,valencia,mallorca,1.75,3.5,5.0,0.5405,0.2703,0.1892,0,2,1.75,0.0,-1.0,11.539999999999994,-0.05405405405405417
2022-10-22,2022,real madrid,sevilla,1.36,4.75,8.5,0.6914,0.198,0.1106,2,2,1.36,1.36,0.3600000000000001,11.899999999999993,-0.05967976710334766
2022-10-23,2022,villarreal,almeria,1.36,4.75,9.0,0.6957,0.1992,0.1051,2,2,1.36,1.36,0.3600000000000001,12.259999999999993,-0.05386493083807964
2022-10-23,2022,barcelona,ath bilbao,1.55,4.5,5.5,0.6149,0.2118,0.1733,2,2,1.55,1.55,0.55,12.809999999999993,-0.04689440993788829
2022-10-23,2022,espanol,elche,1.66,3.75,5.25,0.5686,0.2517,0.1798,1,2,1.66,0.0,-1.0,11.809999999999993,-0.056205328135152666
2022-10-23,2022,betis,ath madrid,3.2,3.3,2.3,0.2975,0.2885,0.414,0,0,2.3,2.3,1.2999999999999998,13.109999999999992,-0.04790278322226571
2022-10-23,2022,girona,osasuna,2.55,3.2,2.9,0.3737,0.2978,0.3286,1,2,2.55,0.0,-1.0,12.109999999999992,-0.04715119790618083
2022-10-24,2022,celta,getafe,1.75,3.5,5.0,0.5405,0.2703,0.1892,1,2,1.75,0.0,-1.0,11.109999999999992,-0.05405405405405417
2022-10-28,2022,mallorca,espanol,2.25,3.1,3.4,0.4188,0.304,0.2772,1,2,2.25,0.0,-1.0,10.109999999999992,-0.05761970991456389
2022-10-29,2022,almeria,celta,3.3,3.3,2.25,0.2885,0.2885,0.4231,2,0,2.25,0.0,-1.0,9.109999999999992,-0.04807692307692324
2022-10-29,2022,cadiz,ath madrid,7.0,3.6,1.6,0.1366,0.2657,0.5977,2,0,1.6,0.0,-1.0,8.109999999999992,-0.0436432637571158
2022-10-29,2022,sevilla,vallecano,2.0,3.3,4.0,0.4748,0.2878,0.2374,0,2,2.0,0.0,-1.0,7.109999999999992,-0.050359712230215736
2022-10-29,2022,valencia,barcelona,5.0,4.33,1.57,0.1873,0.2163,0.5964,0,0,1.57,1.57,0.5700000000000001,7.679999999999993,-0.0635735754764023
2022-10-30,2022,osasuna,valladolid,1.9,3.4,4.33,0.5006,0.2797,0.2197,2,2,1.9,1.9,0.8999999999999999,8.579999999999993,-0.048869393723010024
2022-10-30,2022,real madrid,girona,1.2,6.5,13.0,0.7831,0.1446,0.0723,1,2,1.2,0.0,-1.0,7.579999999999993,-0.06024096385542166
2022-10-30,2022,ath bilbao,villarreal,2.2,3.3,3.4,0.4322,0.2881,0.2797,2,2,2.2,2.2,1.2000000000000002,8.779999999999994,-0.04915254237288136
2022-10-30,2022,sociedad,betis,2.0,3.5,3.8,0.4767,0.2724,0.2509,0,2,2.0,0.0,-1.0,7.779999999999994,-0.04659498207885304
2022-10-31,2022,elche,getafe,2.7,3.0,2.87,0.352,0.3168,0.3312,0,2,2.7,0.0,-1.0,6.779999999999994,-0.04955231203238075
2022-11-04,2022,girona,ath bilbao,3.75,3.5,2.0,0.2534,0.2715,0.4751,2,0,2.0,0.0,-1.0,5.779999999999994,-0.04977375565610864
2022-11-05,2022,getafe,cadiz,2.2,3.1,3.75,0.4355,0.309,0.2555,1,2,2.2,0.0,-1.0,4.779999999999994,-0.04195542236373839
2022-11-05,2022,valladolid,elche,1.83,3.6,4.33,0.5179,0.2633,0.2189,2,2,1.83,1.83,0.8300000000000001,5.609999999999994,-0.05228788135508755
2022-11-05,2022,celta,osasuna,2.1,3.3,3.75,0.4553,0.2897,0.255,0,2,2.1,0.0,-1.0,4.609999999999994,-0.04387417218543044
2022-11-05,2022,barcelona,almeria,1.08,10.0,26.0,0.8699,0.094,0.0361,2,2,1.08,1.08,0.08000000000000007,4.689999999999994,-0.06049250535331918
2022-11-06,2022,ath madrid,espanol,1.44,4.5,8.0,0.6667,0.2133,0.12,1,2,1.44,0.0,-1.0,3.689999999999994,-0.039999999999999925
2022-11-06,2022,sociedad,valencia,1.95,3.4,4.0,0.4852,0.2783,0.2365,1,2,1.95,0.0,-1.0,2.689999999999994,-0.05387085265786651
2022-11-06,2022,villarreal,mallorca,1.57,4.0,5.75,0.6004,0.2357,0.1639,0,2,1.57,0.0,-1.0,1.6899999999999942,-0.05736474580695683
2022-11-06,2022,betis,sevilla,2.2,3.2,3.6,0.435,0.2991,0.2659,1,2,2.2,0.0,-1.0,0.6899999999999942,-0.04290030211480356
2022-11-07,2022,vallecano,real madrid,4.75,4.2,1.65,0.1996,0.2258,0.5746,2,0,1.65,0.0,-1.0,-0.3100000000000058,-0.051847051198962935
2022-11-08,2022,osasuna,barcelona,5.75,4.2,1.53,0.1632,0.2234,0.6134,0,0,1.53,1.53,0.53,0.2199999999999942,-0.06156425006666921
2022-11-08,2022,elche,girona,3.25,3.3,2.2,0.2888,0.2845,0.4267,0,0,2.2,2.2,1.2000000000000002,1.4199999999999944,-0.06126914660831506
2022-11-08,2022,ath bilbao,valladolid,1.4,4.5,7.5,0.6677,0.2077,0.1246,2,2,1.4,1.4,0.3999999999999999,1.8199999999999943,-0.06528189910979221
2022-11-09,2022,almeria,getafe,2.15,3.3,3.5,0.4413,0.2875,0.2711,2,2,2.15,2.15,1.15,2.9699999999999944,-0.05110813909056178
2022-11-09,2022,sevilla,sociedad,2.6,3.2,2.8,0.3648,0.2964,0.3388,0,2,2.6,0.0,-1.0,1.9699999999999944,-0.051465798045602695
2022-11-09,2022,espanol,villarreal,3.2,3.2,2.37,0.2985,0.2985,0.403,0,0,2.37,2.37,1.37,3.3399999999999945,-0.04483627204030227
2022-11-09,2022,mallorca,ath madrid,3.8,3.1,2.1,0.2478,0.3038,0.4484,2,0,2.1,0.0,-1.0,2.3399999999999945,-0.05831747240197949
2022-11-10,2022,vallecano,celta,2.2,3.2,3.5,0.4318,0.2968,0.2714,1,2,2.2,0.0,-1.0,1.3399999999999945,-0.050115651503469416
2022-11-10,2022,valencia,betis,2.1,3.4,3.6,0.4543,0.2806,0.265,2,2,2.1,2.1,1.1,2.4399999999999946,-0.04587973273942081
2022-11-10,2022,real madrid,cadiz,1.14,8.5,15.0,0.8264,0.1108,0.0628,2,2,1.14,1.14,0.1399999999999999,2.5799999999999947,-0.057942834921252295
2022-12-29,2022,girona,vallecano,2.3,3.2,3.3,0.414,0.2975,0.2885,1,2,2.3,0.0,-1.0,1.5799999999999947,-0.04790278322226582
2022-12-29,2022,betis,ath bilbao,2.88,3.3,2.5,0.3306,0.2885,0.3809,1,0,2.5,0.0,-1.0,0.5799999999999947,-0.047848040394325664
2022-12-29,2022,ath madrid,elche,1.29,5.5,10.0,0.7334,0.172,0.0946,2,2,1.29,1.29,0.29000000000000004,0.8699999999999948,-0.05393692912860859
2022-12-30,2022,celta,sevilla,2.2,3.3,3.4,0.4322,0.2881,0.2797,1,2,2.2,0.0,-1.0,-0.13000000000000522,-0.04915254237288136
2022-12-30,2022,valladolid,real madrid,6.5,4.75,1.45,0.146,0.1997,0.6543,0,0,1.45,1.45,0.44999999999999996,0.31999999999999473,-0.05125827814569539
2022-12-30,2022,getafe,mallorca,2.75,2.75,3.1,0.3464,0.3464,0.3073,2,1,2.75,0.0,-1.0,-0.6800000000000053,-0.04748603351955305
2022-12-30,2022,cadiz,almeria,2.38,3.1,3.25,0.4,0.3071,0.2929,1,2,2.38,0.0,-1.0,-1.6800000000000053,-0.04801889788788316
2022-12-31,2022,sociedad,osasuna,1.85,3.3,4.75,0.5128,0.2875,0.1997,2,2,1.85,1.85,0.8500000000000001,-0.8300000000000052,-0.05132084730514441
2022-12-31,2022,villarreal,valencia,1.95,3.4,4.2,0.4907,0.2814,0.2278,2,2,1.95,1.95,0.95,0.11999999999999478,-0.04309278350515455
2022-12-31,2022,barcelona,espanol,1.25,6.5,10.0,0.7591,0.146,0.0949,1,2,1.25,0.0,-1.0,-0.8800000000000052,-0.05109489051094884
2023-01-06,2022,elche,celta,4.0,3.25,1.95,0.2335,0.2874,0.479,0,0,1.95,1.95,0.95,0.06999999999999473,-0.06586826347305386
2023-01-06,2022,valencia,cadiz,1.57,4.0,5.75,0.6004,0.2357,0.1639,0,2,1.57,0.0,-1.0,-0.9300000000000053,-0.05736474580695683
2023-01-07,2022,villarreal,real madrid,3.25,3.8,2.05,0.2906,0.2486,0.4608,2,0,2.05,0.0,-1.0,-1.9300000000000053,-0.05540527935826878
2023-01-07,2022,mallorca,valladolid,1.95,3.3,4.2,0.4866,0.2875,0.2259,2,2,1.95,1.95,0.95,-0.9800000000000053,-0.05118483412322283
2023-01-07,2022,espanol,girona,2.25,3.4,3.2,0.4229,0.2798,0.2973,1,2,2.25,0.0,-1.0,-1.9800000000000053,-0.04858142246404984
2023-01-08,2022,vallecano,betis,2.3,3.3,3.2,0.414,0.2885,0.2975,0,2,2.3,0.0,-1.0,-2.9800000000000053,-0.04790278322226582
2023-01-08,2022,almeria,sociedad,4.2,3.3,1.95,0.2259,0.2875,0.4866,0,0,1.95,1.95,0.95,-2.0300000000000056,-0.05118483412322283
2023-01-08,2022,ath madrid,barcelona,3.1,3.4,2.3,0.3068,0.2797,0.4135,0,0,2.3,2.3,1.2999999999999998,-0.7300000000000058,-0.04896037661828179
2023-01-08,2022,sevilla,getafe,1.75,3.4,5.25,0.5411,0.2785,0.1804,2,2,1.75,1.75,0.75,0.019999999999994245,-0.05305039787798427
2023-01-09,2022,ath bilbao,osasuna,1.67,3.6,5.75,0.57,0.2644,0.1656,1,2,1.67,0.0,-1.0,-0.9800000000000058,-0.04806619945200952
2023-01-13,2022,celta,villarreal,2.88,3.3,2.5,0.3306,0.2885,0.3809,1,0,2.5,0.0,-1.0,-1.9800000000000058,-0.047848040394325664
2023-01-14,2022,girona,sevilla,2.38,3.4,3.0,0.4011,0.2807,0.3182,2,2,2.38,2.38,1.38,-0.6000000000000059,-0.045454545454545525
2023-01-14,2022,valladolid,vallecano,2.75,3.25,2.63,0.3458,0.2926,0.3616,0,0,2.63,2.63,1.63,1.029999999999994,-0.049029028016587484
2023-01-14,2022,sociedad,ath bilbao,2.4,3.2,3.1,0.3962,0.2971,0.3067,2,2,2.4,2.4,1.4,2.429999999999994,-0.049201277955271516
2023-01-14,2022,osasuna,mallorca,2.0,3.1,4.33,0.4746,0.3062,0.2192,2,2,2.0,2.0,1.0,3.429999999999994,-0.050807905809143294
2023-01-15,2022,getafe,espanol,2.5,3.0,3.1,0.3788,0.3157,0.3055,0,2,2.5,0.0,-1.0,2.429999999999994,-0.05295315682281054
2023-01-15,2022,almeria,ath madrid,5.0,3.75,1.7,0.1896,0.2528,0.5576,1,0,1.7,0.0,-1.0,1.429999999999994,-0.052044609665427455
2023-01-16,2022,cadiz,elche,1.91,3.4,4.33,0.4993,0.2805,0.2202,1,2,1.91,0.0,-1.0,0.42999999999999394,-0.046370009122880806
